actionType	chemblIds	targetType	targets
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000258947
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000167552
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000104833
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000261456
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000196230
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000123416
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000167553
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000152086
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000137267
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000137285
INHIBITOR	CHEMBL39541	protein complex group	ENSG00000176014
INHIBITOR	CHEMBL3545323	single protein	ENSG00000198793
AGONIST	CHEMBL1201540	single protein	ENSG00000171105
INHIBITOR	CHEMBL1911882	single protein	ENSG00000007171
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000163399
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000129244
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000143153
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000018625
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000069849
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000105409
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000132681
INHIBITOR	CHEMBL254219	protein complex group	ENSG00000137731
ANTAGONIST	CHEMBL440115	single protein	ENSG00000163485
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000145675
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000051382
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000105851
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000121879
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000105647
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000171608
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000141506
INHIBITOR	CHEMBL3545248	protein complex group	ENSG00000117461
INHIBITOR	CHEMBL4594470	single protein	ENSG00000091879
INHIBITOR	CHEMBL2153191	single protein	ENSG00000117594
INHIBITOR	CHEMBL2108702	single protein	ENSG00000164362
AGONIST	CHEMBL4297345	single protein	ENSG00000116329
AGONIST	CHEMBL561339	single protein	ENSG00000116329
INHIBITOR	CHEMBL2109330	single protein	ENSG00000170458
INHIBITOR	CHEMBL3990000	single protein	ENSG00000102524
INHIBITOR	CHEMBL1632	protein family	
INHIBITOR	CHEMBL617	protein family	
INHIBITOR	CHEMBL101253	single protein	ENSG00000157404
ACTIVATOR	CHEMBL2105233	single protein	ENSG00000002726
INHIBITOR	CHEMBL2109408	single protein	ENSG00000197766
POSITIVE MODULATOR	CHEMBL4594598	single protein	ENSG00000101981
INHIBITOR	CHEMBL4650294	single protein	ENSG00000240972
INHIBITOR	CHEMBL2109177	single protein	ENSG00000005844
INHIBITOR	CHEMBL24828	protein family	ENSG00000142627
INHIBITOR	CHEMBL24828	protein family	ENSG00000133216
INHIBITOR	CHEMBL24828	protein family	ENSG00000145242
INHIBITOR	CHEMBL24828	protein family	ENSG00000116106
INHIBITOR	CHEMBL24828	protein family	ENSG00000070886
INHIBITOR	CHEMBL24828	protein family	ENSG00000080224
INHIBITOR	CHEMBL24828	protein family	ENSG00000135333
INHIBITOR	CHEMBL24828	protein family	ENSG00000182580
INHIBITOR	CHEMBL24828	protein family	ENSG00000044524
INHIBITOR	CHEMBL24828	protein family	ENSG00000154928
INHIBITOR	CHEMBL24828	protein family	ENSG00000196411
INHIBITOR	CHEMBL24828	protein family	ENSG00000146904
INHIBITOR	CHEMBL24828	protein family	ENSG00000106123
INHIBITOR	CHEMBL24828	protein family	ENSG00000183317
INHIBITOR	CHEMBL3707326	single protein	ENSG00000118972
INHIBITOR	CHEMBL1200976	single protein	ENSG00000131747
INHIBITOR	CHEMBL1117	single protein	ENSG00000131747
INHIBITOR	CHEMBL1201586	single protein	
INHIBITOR	CHEMBL615	protein family	
ANTAGONIST	CHEMBL2028852	single protein	ENSG00000168398
ANTAGONIST	CHEMBL2028850	single protein	ENSG00000168398
RELEASING AGENT	CHEMBL1574	single protein	ENSG00000103546
ANTAGONIST	CHEMBL5095029	single protein	ENSG00000121807
AGONIST	CHEMBL184999	single protein	ENSG00000122420
ANTAGONIST	CHEMBL1201782	single protein	ENSG00000115353
ANTAGONIST	CHEMBL1199324	single protein	ENSG00000115353
POSITIVE ALLOSTERIC MODULATOR	CHEMBL2096631	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL2096631	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL2096631	protein complex group	ENSG00000113327
